a. End User Information,,,,,,,b. Persona Information,,,,,,,,,,,,,,,,,,
1. First Name,2. Last Name,3. Age,4. Residence Address,5. Country of ID,6. Device Information,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Justin,Contreras,53,"28498 Carlson Neck
Paulport, AK 01115",United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; wae-CH) AppleWebKit/531.10.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.10.3",135.26.174.94,FALSE,8240996,passed,5/15/2021 11:48:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Barbara,Ramirez,80,"7996 Angela Lock Suite 332
West Evanstad, LA 77018",United States,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,8.83.51.8,FALSE,3047085,passed,1/22/2021 22:12:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Miss,Paige,49,"19237 Vaughn Radial Suite 476
Kimfort, AR 51009",United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.1),187.190.237.174,FALSE,7843197,passed,12/27/2020 2:23:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Steven,Underwood,,"962 Hudson Spring
Haleyland, MD 94663",United States,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.1),89.41.115.39,FALSE,4384393,failed,5/14/2021 2:25:00,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,passed
Lauren,Woods,17,"201 Lindsey Mountains Apt. 011
Brianfurt, CT 74618",United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,143.108.165.35,FALSE,8142028,passed,5/5/2021 1:57:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Robert,West,76,"34736 Thompson Walks
New Jennifer, NJ 31813",United States,Android 2.3.7,91.125.216.161,FALSE,1949708,passed,5/12/2021 14:15:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Madison,Reyes,66,"9761 Brittney Keys Suite 854
New Rachelhaven, AL 24132",United States,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/26.0.821.0 Mobile/44A048 Safari/531.0",32.245.179.129,FALSE,6043905,passed,1/26/2021 15:34:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dr.,David,19,"1860 Chandler Route
Sharonside, NM 45664",United States,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/22.0.839.0 Safari/536.0",49.138.133.149,FALSE,4600652,passed,3/25/2021 21:06:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kristen,Moore,81,"462 James Center
Jamesberg, SC 60000",United States,Android 3.2.6,218.193.28.129,FALSE,6005858,passed,2/6/2021 20:37:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Samuel,Hart,76,"31238 Romero Mills
South Erinland, IA 66238",United States,Opera/8.46.(X11; Linux x86_64; sat-IN) Presto/2.9.185 Version/11.00,105.37.217.113,FALSE,1378925,failed,5/14/2021 10:03:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Barbara,Williamson,33,"4270 Mark Meadow Apt. 242
Monicaburgh, ND 41582",United States,iPad; CPU iPad OS 10_3_3 like Mac OS X,163.232.248.244,TRUE,6762442,failed,4/29/2021 2:14:00,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,passed
Robert,Williams,59,"USNV Rodriguez
FPO AE 88460",United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,1.148.106.158,FALSE,1991367,failed,5/16/2021 15:08:00,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mrs.,Stephanie,59,"6779 Martinez Junction
Elizabethfort, CO 17779",United States,Android 3.2.5,75.250.41.184,FALSE,8967346,passed,1/14/2021 7:59:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Bradshaw,77,"924 Petty Brooks
West Sandra, KY 88301",United States,Android 3.2,108.75.30.5,Image Quality,6650844,passed,3/19/2021 9:30:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Steven,Perkins,40,"PSC 3721, Box 3336
APO AE 62168",United States,Opera/8.97.(X11; Linux x86_64; ne-NP) Presto/2.9.180 Version/12.00,11.61.53.145,FALSE,4507841,passed,4/19/2021 0:45:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
John,Torres,59,"5727 Nicholson Causeway Suite 662
Lake Jennifer, CO 70011",United States,Android 5.0.2,98.180.204.217,FALSE,1848627,passed,2/19/2021 13:52:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dawn,Arias,78,"2615 Robert Way Apt. 937
Port Jill, PA 58403",United States,Android 3.2.6,192.166.97.141,FALSE,3019500,failed,5/4/2021 22:23:00,passed,failed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrea,Moore,31,"4883 Dalton Ports Suite 206
East Josephside, RI 15978",United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0),109.238.23.230,Image Quality,6536125,passed,12/31/2020 21:22:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Gregory,Harrell,60,"883 Rodriguez Manors Apt. 080
Lake Brendanburgh, NH 18518",United States,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/40.0.814.0 Mobile/35Y688 Safari/534.0",141.231.127.143,FALSE,5040793,failed,5/1/2021 23:55:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
April,Love,23,"2012 Corey Garden
Kathyfurt, UT 43886",United States,Android 2.3.6,73.152.241.114,FALSE,5371911,passed,3/4/2021 12:58:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Seth,White,64,"919 Brown Flats Suite 520
Thompsonhaven, CA 55655",United States,Opera/8.92.(Windows 98; sk-SK) Presto/2.9.163 Version/10.00,133.225.173.87,FALSE,5966617,passed,5/6/2021 18:57:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Felicia,Pierce,54,"04677 Eduardo Flat
East Taraberg, NV 53502",United States,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,162.90.219.57,FALSE,8866706,passed,4/8/2021 18:34:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Alexa,Wilson,50,"27772 Frank Spring Suite 696
Lake Dawnton, TN 09033",United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.1),183.59.49.60,FALSE,4775380,passed,3/17/2021 21:35:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Katherine,Roman,78,"0591 Thomas Garden Suite 927
Cherylside, NJ 46275",United States,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/16.5y0383.0 Mobile/47Z958 Safari/532.2",161.245.47.108,FALSE,6785696,failed,2/27/2021 15:58:00,passed,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Benjamin,Mahoney,27,"538 Theresa Ranch Apt. 666
Lake Robert, ID 56885",United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ur-PK) AppleWebKit/531.8.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.8.1",154.52.159.238,FALSE,1330085,failed,5/10/2021 16:54:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrew,Sexton,77,"11080 Walter Haven
Heatherview, IN 85123",United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,178.239.9.51,FALSE,7021030,passed,5/9/2021 20:47:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ana,Ramirez,18,"Unit 5665 Box 1356
DPO AA 39495",United States,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,116.43.86.18,FALSE,1429021,passed,3/8/2021 3:30:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kathleen,Baker,77,"USNV Jackson
FPO AP 16051",United States,Android 1.0,166.122.113.73,FALSE,2928949,failed,5/16/2021 1:49:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Stanley,Ward,23,"83424 Steven Prairie Suite 459
Webershire, MN 75200",Chad,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,38.177.93.185,FALSE,5870211,passed,2/2/2021 20:03:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Joe,Dudley,39,"5251 Wilson Trail
Ashleyberg, MI 83200",Bhutan,iPad; CPU iPad OS 14_2 like Mac OS X,105.37.45.99,FALSE,1062460,failed,5/14/2021 22:47:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Matthew,Webster,21,"Unit 6147 Box 4089
DPO AE 38938",United States,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 11_4 rv:5.0; wo-SN) AppleWebKit/534.45.5 (KHTML, like Gecko) Version/5.0 Safari/534.45.5",182.199.225.161,FALSE,7384722,passed,5/14/2021 6:06:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
George,Nixon,73,"716 Rita Dale Suite 040
North Tamaraville, MS 94933",United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,171.68.109.84,FALSE,7173230,passed,2/18/2021 16:57:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Smith,36,"338 Fowler Knolls Apt. 184
East Charles, IA 85189",United States,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.2.4 (KHTML, like Gecko) Version/5.1 Safari/531.2.4",121.63.79.73,FALSE,8801422,passed,5/23/2021 17:28:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Sarah,Anderson,39,"9539 Thompson Plain
Tinaburgh, NV 66927",United States,Android 3.2.5,132.148.98.12,FALSE,1782082,failed,3/9/2021 0:00:00,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Sarah,Palmer,68,"923 Stanley Stream
Howardmouth, NY 75212",United States,Android 4.3,181.67.67.15,FALSE,7268827,failed,2/28/2021 4:21:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Evan,Floyd,16,"3760 Cynthia Isle
North Christian, WA 72712",United States,Android 4.0,108.229.95.212,FALSE,5627616,passed,5/15/2021 13:10:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Susan,Wilson,81,"PSC 7753, Box 0223
APO AP 30606",United States,Opera/9.58.(Windows 98; Win 9x 4.90; tk-TM) Presto/2.9.183 Version/12.00,27.149.51.208,FALSE,1442334,passed,5/24/2021 14:10:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Bruce,Lee,62,"Unit 5213 Box 4623
DPO AE 79160",Brazil,Android 5.0.1,168.78.50.201,FALSE,3623691,passed,5/14/2021 3:24:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jessica,Schmidt,59,"23247 Kathryn Ramp
Calebshire, FL 14853",United States,"Mozilla/5.0 (Linux; Android 2.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/40.0.864.0 Safari/534.1",66.86.3.123,FALSE,2536506,passed,2/11/2021 13:44:00,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Benjamin,Taylor,19,"PSC 5055, Box 7403
APO AP 16854",United States,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/32.0.853.0 Mobile/78S637 Safari/533.2",98.57.162.170,FALSE,4940298,passed,4/6/2021 2:42:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jeremy,Stewart,68,"64343 Joan Groves Apt. 401
Lake Andreaville, PA 03839",United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,7.85.112.195,Image Quality,7956198,passed,3/4/2021 1:38:00,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brandon,Watts,60,"USNS Barnett
FPO AP 29812",United States,Mozilla/5.0 (Android 4.1.2; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0,14.10.45.85,FALSE,7445300,passed,2/8/2021 16:03:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Debra,Herring,52,"7559 Angela Via Suite 378
South Debbieside, LA 14128",United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,128.34.171.59,Image Quality,6396251,passed,2/4/2021 5:28:00,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Aaron,Clay,38,"651 Ronald Falls Suite 070
Hunterfort, ND 45432",United States,Android 4.0.4,126.10.20.104,Image Quality,5608205,failed,5/8/2021 5:41:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Michelle,Gomez,31,"2486 Garcia Viaduct Suite 054
Douglasshire, OR 92587",United States,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,125.117.56.69,Image Quality,3001269,passed,4/16/2021 21:48:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Torres,52,"7699 Giles Plains Suite 916
North Charlesstad, NV 20878",United States,Android 3.2.4,120.14.6.140,FALSE,2298086,passed,4/7/2021 10:55:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ronald,Smith,41,"660 Russell Court Suite 019
North Markport, TX 59188",United States,Opera/8.11.(X11; Linux x86_64; is-IS) Presto/2.9.189 Version/12.00,102.50.216.138,FALSE,4193777,failed,3/29/2021 17:19:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brandon,Brown,29,"53935 Kevin Turnpike Apt. 981
Sullivanberg, TN 27904",United States,Opera/9.26.(X11; Linux i686; te-IN) Presto/2.9.162 Version/11.00,78.95.24.150,FALSE,4557601,failed,5/8/2021 5:17:00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Oscar,Norton,24,"PSC 6659, Box 5786
APO AP 02014",United States,Android 2.3.1,68.12.24.179,FALSE,4524798,passed,5/11/2021 1:37:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mr.,Patrick,32,"4886 Taylor Flats Suite 808
Bradleychester, TN 99276",United States,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,132.71.113.69,TRUE,8880237,passed,5/14/2021 0:51:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
John,Green,66,"8394 Beth Coves
Jerryside, ME 25627",United States,Android 2.2.1,177.122.236.211,Image Quality,5414727,passed,4/8/2021 6:20:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Scott,Robinson,62,"PSC 3003, Box 9112
APO AA 38303",United States,Android 2.2.3,195.220.169.79,TRUE,1860159,passed,5/16/2021 12:17:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jonathan,Graham,38,"24429 Cory Courts Apt. 353
New Scottville, CT 45138",United States,Android 7.1.2,69.232.53.72,Image Quality,3598304,passed,5/6/2021 1:22:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christopher,King,69,"2339 David Hills Apt. 954
Port Ashley, GA 81816",United States,Android 4.2.1,217.37.149.39,FALSE,6049729,passed,12/31/2020 20:22:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Graham,32,"2593 Charles Walks Apt. 040
Gonzalezberg, IA 34105",United States,Android 3.0,126.5.146.179,FALSE,7754680,passed,5/1/2021 5:36:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Melvin,Richardson,64,"77777 Scott Lakes
North Katrinaburgh, OR 46906",United States,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.15.2 (KHTML, like Gecko) Version/4.1 Safari/531.15.2",76.166.196.177,FALSE,2800576,passed,4/26/2021 8:22:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mark,James,50,"Unit 6537 Box 6360
DPO AA 74754",United States,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.0),72.114.166.45,FALSE,2105915,failed,3/12/2021 8:29:00,not_applicable,failed,not_applicable,not_applicable,passed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Sean,Brown,50,"357 Kimberly Parks Apt. 006
Port Jason, WY 19858",United States,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,163.174.57.13,FALSE,5756655,passed,1/26/2021 1:55:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
