1. First Name,2. Last Name,3. Age,4. Residence Address,state,zip_code,city,5. Country of ID,6. Device Information,browser,device,device_os,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,date,hour,weekday,DayOfMonth,MonthName,Year,day_pary,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Emily,Smith,25,"USNS Hogan
FPO AE 92677",AE,92677,military,United States,Android 3.2.3,Other,mobile,Android,69.112.12.201,FALSE,2931090,failed,2021-03-15 15:15:00,2021-03-15,15,Mon,15,Mar,2021,afternoon,passed,failed,passed,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Linda,Hernandez,76,"96899 Harris Skyway Apt. 733
West Lisa, VA 88101",VA,88101,West Lisa,United States,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,Other,mobile,Mac,28.29.217.98,FALSE,5683165,passed,2021-05-24 22:18:00,2021-05-24,22,Mon,24,May,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Timothy,Norris,84,"59837 Shannon Plaza
East Brandon, IA 39410",IA,39410,East Brandon,Senegal,Android 2.3.7,Other,mobile,Android,178.145.180.49,FALSE,2002101,passed,2021-04-14 23:24:00,2021-04-14,23,Wed,14,Apr,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Zachary,Taylor,50,"01143 Margaret Port
Lake Sharon, RI 22913",RI,22913,Lake Sharon,United States,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,Other,mobile,Mac,38.136.195.178,TRUE,3526326,failed,2021-04-11 18:20:00,2021-04-11,18,Sun,11,Apr,2021,evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,failed
Emily,Lee,38,"6714 Williams Forks Suite 264
Robertborough, NV 31310",NV,31310,Robertborough,Gabon,iPad; CPU iPad OS 10_3_4 like Mac OS X,Other,mobile,Mac,39.102.123.60,Image Quality,1533210,passed,2021-01-25 21:51:00,2021-01-25,21,Mon,25,Jan,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Megan,Berry,67,"18097 Michael Ramp
West Andrew, FL 98905",FL,98905,West Andrew,United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,Other,mobile,Mac,52.251.108.130,TRUE,8074372,passed,2021-01-03 09:12:00,2021-01-03,9,Sun,3,Jan,2021,early morning,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,failed
Lisa,Rodriguez,34,"600 Katelyn Branch Suite 843
Victorton, ID 43281",ID,43281,Victorton,United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,Other,mobile,Mac,155.183.126.222,Image Quality,8307067,passed,2021-04-25 02:12:00,2021-04-25,2,Sun,25,Apr,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Justin,Contreras,53,"28498 Carlson Neck
Paulport, AK 01115",AK,01115,Paulport,United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; wae-CH) AppleWebKit/531.10.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.10.3",Safari,mobile,Mac,135.26.174.94,FALSE,8240996,passed,2021-05-15 11:48:00,2021-05-15,11,Sat,15,May,2021,late morning,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Barbara,Ramirez,80,"7996 Angela Lock Suite 332
West Evanstad, LA 77018",LA,77018,West Evanstad,United States,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,Other,mobile,Mac,8.83.51.8,FALSE,3047085,passed,2021-01-22 22:12:00,2021-01-22,22,Fri,22,Jan,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Miss,Paige,49,"19237 Vaughn Radial Suite 476
Kimfort, AR 51009",AR,51009,Kimfort,United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.1),Internet Explorer,desktop,Windows,187.190.237.174,FALSE,7843197,passed,2020-12-27 02:23:00,2020-12-27,2,Sun,27,Dec,2020,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Steven,Underwood,,"962 Hudson Spring
Haleyland, MD 94663",MD,94663,Haleyland,United States,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.1),Internet Explorer,desktop,Windows,89.41.115.39,FALSE,4384393,failed,2021-05-14 02:25:00,2021-05-14,2,Fri,14,May,2021,night,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,passed
Lauren,Woods,17,"201 Lindsey Mountains Apt. 011
Brianfurt, CT 74618",CT,74618,Brianfurt,United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,Other,mobile,Mac,143.108.165.35,FALSE,8142028,passed,2021-05-05 01:57:00,2021-05-05,1,Wed,5,May,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Robert,West,76,"34736 Thompson Walks
New Jennifer, NJ 31813",NJ,31813,New Jennifer,United States,Android 2.3.7,Other,mobile,Android,91.125.216.161,FALSE,1949708,passed,2021-05-12 14:15:00,2021-05-12,14,Wed,12,May,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Madison,Reyes,66,"9761 Brittney Keys Suite 854
New Rachelhaven, AL 24132",AL,24132,New Rachelhaven,United States,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/26.0.821.0 Mobile/44A048 Safari/531.0",Safari,mobile,Mac,32.245.179.129,FALSE,6043905,passed,2021-01-26 15:34:00,2021-01-26,15,Tue,26,Jan,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dr.,David,19,"1860 Chandler Route
Sharonside, NM 45664",NM,45664,Sharonside,United States,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/22.0.839.0 Safari/536.0",Chrome,desktop,Windows,49.138.133.149,FALSE,4600652,passed,2021-03-25 21:06:00,2021-03-25,21,Thu,25,Mar,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kristen,Moore,81,"462 James Center
Jamesberg, SC 60000",SC,60000,Jamesberg,United States,Android 3.2.6,Other,mobile,Android,218.193.28.129,FALSE,6005858,passed,2021-02-06 20:37:00,2021-02-06,20,Sat,6,Feb,2021,late evening,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Samuel,Hart,76,"31238 Romero Mills
South Erinland, IA 66238",IA,66238,South Erinland,United States,Opera/8.46.(X11; Linux x86_64; sat-IN) Presto/2.9.185 Version/11.00,Opera,desktop,Linux,105.37.217.113,FALSE,1378925,failed,2021-05-14 10:03:00,2021-05-14,10,Fri,14,May,2021,late morning,passed,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Barbara,Williamson,33,"4270 Mark Meadow Apt. 242
Monicaburgh, ND 41582",ND,41582,Monicaburgh,United States,iPad; CPU iPad OS 10_3_3 like Mac OS X,Other,mobile,Mac,163.232.248.244,TRUE,6762442,failed,2021-04-29 02:14:00,2021-04-29,2,Thu,29,Apr,2021,night,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,passed
Robert,Williams,59,"USNV Rodriguez
FPO AE 88460",AE,88460,military,United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,Other,mobile,Mac,1.148.106.158,FALSE,1991367,failed,2021-05-16 15:08:00,2021-05-16,15,Sun,16,May,2021,afternoon,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mrs.,Stephanie,59,"6779 Martinez Junction
Elizabethfort, CO 17779",CO,17779,Elizabethfort,United States,Android 3.2.5,Other,mobile,Android,75.250.41.184,FALSE,8967346,passed,2021-01-14 07:59:00,2021-01-14,7,Thu,14,Jan,2021,early morning,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Bradshaw,77,"924 Petty Brooks
West Sandra, KY 88301",KY,88301,West Sandra,United States,Android 3.2,Other,mobile,Android,108.75.30.5,Image Quality,6650844,passed,2021-03-19 09:30:00,2021-03-19,9,Fri,19,Mar,2021,early morning,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Steven,Perkins,40,"PSC 3721, Box 3336
APO AE 62168",AE,62168,military,United States,Opera/8.97.(X11; Linux x86_64; ne-NP) Presto/2.9.180 Version/12.00,Opera,desktop,Linux,11.61.53.145,FALSE,4507841,passed,2021-04-19 00:45:00,2021-04-19,0,Mon,19,Apr,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
John,Torres,59,"5727 Nicholson Causeway Suite 662
Lake Jennifer, CO 70011",CO,70011,Lake Jennifer,United States,Android 5.0.2,Other,mobile,Android,98.180.204.217,FALSE,1848627,passed,2021-02-19 13:52:00,2021-02-19,13,Fri,19,Feb,2021,early afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dawn,Arias,78,"2615 Robert Way Apt. 937
Port Jill, PA 58403",PA,58403,Port Jill,United States,Android 3.2.6,Other,mobile,Android,192.166.97.141,FALSE,3019500,failed,2021-05-04 22:23:00,2021-05-04,22,Tue,4,May,2021,late evening,passed,failed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrea,Moore,31,"4883 Dalton Ports Suite 206
East Josephside, RI 15978",RI,15978,East Josephside,United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0),Internet Explorer,desktop,Windows,109.238.23.230,Image Quality,6536125,passed,2020-12-31 21:22:00,2020-12-31,21,Thu,31,Dec,2020,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Gregory,Harrell,60,"883 Rodriguez Manors Apt. 080
Lake Brendanburgh, NH 18518",NH,18518,Lake Brendanburgh,United States,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/40.0.814.0 Mobile/35Y688 Safari/534.0",Safari,mobile,Mac,141.231.127.143,FALSE,5040793,failed,2021-05-01 23:55:00,2021-05-01,23,Sat,1,May,2021,night,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
April,Love,23,"2012 Corey Garden
Kathyfurt, UT 43886",UT,43886,Kathyfurt,United States,Android 2.3.6,Other,mobile,Android,73.152.241.114,FALSE,5371911,passed,2021-03-04 12:58:00,2021-03-04,12,Thu,4,Mar,2021,early afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Seth,White,64,"919 Brown Flats Suite 520
Thompsonhaven, CA 55655",CA,55655,Thompsonhaven,United States,Opera/8.92.(Windows 98; sk-SK) Presto/2.9.163 Version/10.00,Opera,desktop,Windows,133.225.173.87,FALSE,5966617,passed,2021-05-06 18:57:00,2021-05-06,18,Thu,6,May,2021,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Felicia,Pierce,54,"04677 Eduardo Flat
East Taraberg, NV 53502",NV,53502,East Taraberg,United States,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,Other,mobile,Mac,162.90.219.57,FALSE,8866706,passed,2021-04-08 18:34:00,2021-04-08,18,Thu,8,Apr,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Alexa,Wilson,50,"27772 Frank Spring Suite 696
Lake Dawnton, TN 09033",TN,09033,Lake Dawnton,United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.1),Internet Explorer,desktop,Windows,183.59.49.60,FALSE,4775380,passed,2021-03-17 21:35:00,2021-03-17,21,Wed,17,Mar,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Katherine,Roman,78,"0591 Thomas Garden Suite 927
Cherylside, NJ 46275",NJ,46275,Cherylside,United States,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/16.5y0383.0 Mobile/47Z958 Safari/532.2",Safari,mobile,Mac,161.245.47.108,FALSE,6785696,failed,2021-02-27 15:58:00,2021-02-27,15,Sat,27,Feb,2021,afternoon,passed,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Benjamin,Mahoney,27,"538 Theresa Ranch Apt. 666
Lake Robert, ID 56885",ID,56885,Lake Robert,United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ur-PK) AppleWebKit/531.8.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.8.1",Safari,mobile,Mac,154.52.159.238,FALSE,1330085,failed,2021-05-10 16:54:00,2021-05-10,16,Mon,10,May,2021,afternoon,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrew,Sexton,77,"11080 Walter Haven
Heatherview, IN 85123",IN,85123,Heatherview,United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,Other,mobile,Mac,178.239.9.51,FALSE,7021030,passed,2021-05-09 20:47:00,2021-05-09,20,Sun,9,May,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ana,Ramirez,18,"Unit 5665 Box 1356
DPO AA 39495",AA,39495,military,United States,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,Other,mobile,Mac,116.43.86.18,FALSE,1429021,passed,2021-03-08 03:30:00,2021-03-08,3,Mon,8,Mar,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kathleen,Baker,77,"USNV Jackson
FPO AP 16051",AP,16051,military,United States,Android 1.0,Other,mobile,Android,166.122.113.73,FALSE,2928949,failed,2021-05-16 01:49:00,2021-05-16,1,Sun,16,May,2021,night,passed,failed,not_applicable,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Stanley,Ward,23,"83424 Steven Prairie Suite 459
Webershire, MN 75200",MN,75200,Webershire,Chad,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,Other,mobile,Mac,38.177.93.185,FALSE,5870211,passed,2021-02-02 20:03:00,2021-02-02,20,Tue,2,Feb,2021,late evening,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Joe,Dudley,39,"5251 Wilson Trail
Ashleyberg, MI 83200",MI,83200,Ashleyberg,Bhutan,iPad; CPU iPad OS 14_2 like Mac OS X,Other,mobile,Mac,105.37.45.99,FALSE,1062460,failed,2021-05-14 22:47:00,2021-05-14,22,Fri,14,May,2021,late evening,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Matthew,Webster,21,"Unit 6147 Box 4089
DPO AE 38938",AE,38938,military,United States,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 11_4 rv:5.0; wo-SN) AppleWebKit/534.45.5 (KHTML, like Gecko) Version/5.0 Safari/534.45.5",Internet Explorer,desktop,Mac,182.199.225.161,FALSE,7384722,passed,2021-05-14 06:06:00,2021-05-14,6,Fri,14,May,2021,early morning,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
George,Nixon,73,"716 Rita Dale Suite 040
North Tamaraville, MS 94933",MS,94933,North Tamaraville,United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,Other,mobile,Mac,171.68.109.84,FALSE,7173230,passed,2021-02-18 16:57:00,2021-02-18,16,Thu,18,Feb,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Smith,36,"338 Fowler Knolls Apt. 184
East Charles, IA 85189",IA,85189,East Charles,United States,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.2.4 (KHTML, like Gecko) Version/5.1 Safari/531.2.4",Safari,desktop,Windows,121.63.79.73,FALSE,8801422,passed,2021-05-23 17:28:00,2021-05-23,17,Sun,23,May,2021,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Sarah,Anderson,39,"9539 Thompson Plain
Tinaburgh, NV 66927",NV,66927,Tinaburgh,United States,Android 3.2.5,Other,mobile,Android,132.148.98.12,FALSE,1782082,failed,2021-03-09 00:00:00,2021-03-09,0,Tue,9,Mar,2021,night,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Sarah,Palmer,68,"923 Stanley Stream
Howardmouth, NY 75212",NY,75212,Howardmouth,United States,Android 4.3,Other,mobile,Android,181.67.67.15,FALSE,7268827,failed,2021-02-28 04:21:00,2021-02-28,4,Sun,28,Feb,2021,night,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Evan,Floyd,16,"3760 Cynthia Isle
North Christian, WA 72712",WA,72712,North Christian,United States,Android 4.0,Other,mobile,Android,108.229.95.212,FALSE,5627616,passed,2021-05-15 13:10:00,2021-05-15,13,Sat,15,May,2021,early afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Susan,Wilson,81,"PSC 7753, Box 0223
APO AP 30606",AP,30606,military,United States,Opera/9.58.(Windows 98; Win 9x 4.90; tk-TM) Presto/2.9.183 Version/12.00,Opera,desktop,Windows,27.149.51.208,FALSE,1442334,passed,2021-05-24 14:10:00,2021-05-24,14,Mon,24,May,2021,afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Bruce,Lee,62,"Unit 5213 Box 4623
DPO AE 79160",AE,79160,military,Brazil,Android 5.0.1,Other,mobile,Android,168.78.50.201,FALSE,3623691,passed,2021-05-14 03:24:00,2021-05-14,3,Fri,14,May,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jessica,Schmidt,59,"23247 Kathryn Ramp
Calebshire, FL 14853",FL,14853,Calebshire,United States,"Mozilla/5.0 (Linux; Android 2.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/40.0.864.0 Safari/534.1",Chrome,mobile,Linux,66.86.3.123,FALSE,2536506,passed,2021-02-11 13:44:00,2021-02-11,13,Thu,11,Feb,2021,early afternoon,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Benjamin,Taylor,19,"PSC 5055, Box 7403
APO AP 16854",AP,16854,military,United States,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/32.0.853.0 Mobile/78S637 Safari/533.2",Safari,mobile,Mac,98.57.162.170,FALSE,4940298,passed,2021-04-06 02:42:00,2021-04-06,2,Tue,6,Apr,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jeremy,Stewart,68,"64343 Joan Groves Apt. 401
Lake Andreaville, PA 03839",PA,03839,Lake Andreaville,United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,Other,mobile,Mac,7.85.112.195,Image Quality,7956198,passed,2021-03-04 01:38:00,2021-03-04,1,Thu,4,Mar,2021,night,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
